model,arm,task_id,repository,cohort,lift_type,functional_pass,delivered,first_outcome,run_status,last_conversation_error,service_error_recorded,conversation_error_codes,api_error_without_submission,max_steps,timeout_seconds,persisted_max_iterations,context_window_tokens,reserved_output_tokens,agent_network,eval_network,eval_capsule,agent_exit_status,record_path
qwen3.6-35b-a3b-fp8,contract_only,pytest__mark_expression_core__001,github__pytest_dev__pytest,earlier,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,16f20ff6eefd914ac87eb37dd841e2d8bef11e3a171eb0ef4ab3ec59b733d097,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/pytest__mark_expression_core__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,bidict__bidirectional_map_core__001,github__jab__bidict,earlier,Direct,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,a798958c37bf228b93eea1455c527c91db08a759e281fe455fdb8bfef656d173,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/bidict__bidirectional_map_core__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,celery__signal_dispatch_core__hard3_001,github__celery__celery,later,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,f9cb1b97e4fd0b65ad3a92ee5294f463c96fc5d8c6d87675b49345a0f63a5b09,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/celery__signal_dispatch_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,contract_only,schema__nested_validate_core__hard3_001,github__keleshev__schema,later,Adapted,0,1,Hidden,failed,,0,,0,,3600,500,131072,8192,host,none,bb263c7d76b388cd71be3b45fe6554e3863d385ce228989fbedc8a58f8fa8746,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/schema__nested_validate_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,contract_only,ruamel_yaml__roundtrip_core__001,source__sourceforge_net__a935d43b47a4,earlier,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,3f6ce4b65f68e87c10e9a0a90b90845b7f218d8ebadaa7fa8ef0e7895f27d9a0,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/ruamel_yaml__roundtrip_core__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,pluggy__hook_call_order__001,github__pytest_dev__pluggy,earlier,Direct,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,ee06b2363caaaf4e11fdb4742fe90d9e915a30c3ee76a1adf07b75ba95d96a8e,timeout,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/pluggy__hook_call_order__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,httpx__request_model_core__001,github__encode__httpx,earlier,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,d470e4f7a0eb58ed458302e607e63bbe1316167f65b0fca72b8eda409610a994,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/httpx__request_model_core__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,flake8__plugin_options_core__hard3_001,github__pycqa__flake8,later,Composite,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,e98ba7be2cca09e6d1d5e7e1dcf8be044c42177ee22b5e9eb85772f526985dd2,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/flake8__plugin_options_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,contract_only,coverage__source_selection_core__001,github__coveragepy__coveragepy,earlier,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,b148ebabad8b84dc29026b5c5470f463ecc597af46e5cf6c00e9db7a802624be,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/coverage__source_selection_core__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,jsonpointer__resolve_core__001,github__stefankoegl__python_json_pointer,earlier,Direct,0,1,Hidden,failed,,0,,0,,3600,500,131072,8192,host,none,1ebfbf057aacb17f41d2a5cd3f067680368d089ca46742edc851b00fefea48d8,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/jsonpointer__resolve_core__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,readme_renderer__content_type_core__hard3_001,github__pypa__readme_renderer,later,Adapted,0,0,Missing,missing_submission,,0,,0,,3600,500,131072,8192,host,none,,tool_validation_error,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/readme_renderer__content_type_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,contract_only,poetry_core__dependency_groups_core__hard3_001,github__python_poetry__poetry_core,later,Composite,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,eaea2ba6e05a904973b68fe177b48265d433991576dc20651c56b629880a778b,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/poetry_core__dependency_groups_core__hard3_001/run.json
qwen3.6-35b-a3b-fp8,contract_only,wsproto__frame_parse_core__001,github__python_hyper__wsproto,earlier,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,446dba3d67de95552542c06bc52051d1ff5c552a15b715e6381b09fea3f50bd3,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/wsproto__frame_parse_core__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,markdown_it__commonmark_render__001,github__executablebooks__markdown_it_py,earlier,Direct,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,f2067bc5875ae8e33752b0230d2dfd77c6b441bb0438f61ad76392eff250a31e,step_limit_exceeded,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/markdown_it__commonmark_render__001/run.json
qwen3.6-35b-a3b-fp8,contract_only,sqlparse__token_tree_core__001,github__andialbrecht__sqlparse,earlier,Adapted,0,1,Public,failed,,0,,0,,3600,500,131072,8192,host,none,0d0af3d99f5d34f96b599e47d471ad5baf6a21f6e88544e1cf145c188020bc82,passed,qwen3.6-35b-a3b-fp8/source-ablation-40-r1/contract_only/sqlparse__token_tree_core__001/run.json
