task_id,suite_split,construction_split_150,source_repo,source_commit,feature_family_selection,feature_family_v2,copytrap,paper_situation,lift_type,lift_label_status,entanglement_primary_original,entanglement_types_original,normalized_entanglement_types,public_test_count,hidden_test_count,paper_fit,taxonomy_coverage,classification_evidence,taxonomy_version
rich__markup_parse_core__001,python150,core100,rich,13.7.1-installed-snapshot,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Adapted,labeled,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;dynamic_import_plugin;implicit_runtime_dependency;parser_state;static_transitive_dependency,1,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/rich__markup_parse_core__001/metadata.json,python200_hard_v1
rocketry__cond_schedule_core__001,hard50,NA,rocketry,8da223c743003166f5567a017b4ba3dfb34454ef,workflow_session_orchestration,workflow_session_orchestration,false,session_lifecycle,Direct,planned_ledger,data_model_coupling,data_model_coupling;config_environment_coupling,data_model_invariant;config_environment,2,4,RQ5 Direct scheduler DSL inside a larger session object.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/rocketry__cond_schedule_core__001/metadata.json;benchmark/selection/hard50_design_cards/rocketry__cond_schedule_core__001.md,python200_hard_v1
routes__mapper_match_core__001,hard50,NA,Routes,7e82bd895a120cbf73f271c32ac289d51124303f,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Adapted,planned_ledger,framework_coupling,framework_coupling;data_model_coupling,framework_lifecycle;data_model_invariant,4,5,Backup routing table if falcon blocked.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/routes__mapper_match_core__001/metadata.json;benchmark/selection/hard50_design_cards/routes__mapper_match_core__001.md,python200_hard_v1
ruamel_yaml__roundtrip_core__001,python150,core100,ruamel.yaml,0.18.6-installed-snapshot,serialize_format_render,serialize_format_render,false,parse_codec,Adapted,labeled,parser_state_coupling,data_model_coupling;parser_state_coupling,data_model_invariant;dynamic_import_plugin;parser_state;static_transitive_dependency,2,6,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/ruamel_yaml__roundtrip_core__001/metadata.json,python200_hard_v1
schema__nested_validate_core__hard3_001,python150,hard50,schema,310a1239b62f500284ce3bd91b7dabf70467f23e,validate_normalize_construct,validate_normalize_construct,false,schema_validate,Adapted,labeled,data_model_coupling,data_model_coupling;parser_state_coupling,data_model_invariant;parser_state,1,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/schema__nested_validate_core__hard3_001/metadata.json,python200_hard_v1
scrapy__item_loader_core__hard3_001,python150,hard50,scrapy,dd10cb8e9a982fe3d311078d6e1207596e272717,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Adapted,labeled,framework_coupling,data_model_coupling;framework_coupling,data_model_invariant;dynamic_import_plugin;framework_lifecycle;static_transitive_dependency,1,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/scrapy__item_loader_core__hard3_001/metadata.json,python200_hard_v1
setuptools_scm__version_normalize_core__hard3_001,python150,hard50,setuptools_scm,5b91e2faf0079157a52c0914c21beb6622e9f7a7,resource_metadata_loading,resource_metadata_loading,false,resource_or_copytrap,Adapted,labeled,data_model_coupling,data_model_coupling;implicit_dependency_coupling,data_model_invariant;implicit_runtime_dependency,1,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/setuptools_scm__version_normalize_core__hard3_001/metadata.json,python200_hard_v1
sortedcontainers__sorted_list_core__001,python150,core100,sortedcontainers,a1f52d6713dd2c2713a881d4f4d86ed68ff71cab,algorithm_data_structure,algorithm_data_structure,false,schema_validate,Direct,labeled,data_model_coupling,data_model_coupling;implicit_dependency_coupling,data_model_invariant;implicit_runtime_dependency,3,8,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/sortedcontainers__sorted_list_core__001/metadata.json,python200_hard_v1
sphinx__extension_registry_core__hard3_001,python150,hard50,sphinx,c1b618c559e6de70e5198ed6876f5b9fab88face,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Composite,labeled,framework_coupling,framework_coupling;implicit_dependency_coupling,dynamic_import_plugin;framework_lifecycle;implicit_runtime_dependency;static_transitive_dependency,1,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/sphinx__extension_registry_core__hard3_001/metadata.json,python200_hard_v1
spiffworkflow__bpmn_engine_core__001,hard50,NA,SpiffWorkflow,d4d6915ca2aeb4cececacfce779dacc82ad06e30,workflow_session_orchestration,workflow_session_orchestration,false,session_lifecycle,Composite,planned_ledger,parser_state_coupling,data_model_coupling;parser_state_coupling,data_model_invariant;parser_state,2,4,"RQ4 real process-engine extraction, not a toy state enum.",ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/spiffworkflow__bpmn_engine_core__001/metadata.json;benchmark/selection/hard50_design_cards/spiffworkflow__bpmn_engine_core__001.md,python200_hard_v1
sqlalchemy__event_dispatch_core__hard3_001,python150,hard50,sqlalchemy,d59159ca08cdf661f97d19d2966071a1b1d3df80,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Adapted,labeled,framework_coupling,framework_coupling;global_state_registry_coupling,framework_lifecycle;global_state_registry;static_transitive_dependency,1,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/sqlalchemy__event_dispatch_core__hard3_001/metadata.json,python200_hard_v1
sqlparse__format_filters_core__001,python150,core100,sqlparse,f80af6a4007f11ada847218df8c29dc859238290,serialize_format_render,serialize_format_render,false,parse_codec,Direct,labeled,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,1,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/sqlparse__format_filters_core__001/metadata.json,python200_hard_v1
sqlparse__parse_format_core__001,python150,core100,sqlparse,f80af6a4007f11ada847218df8c29dc859238290,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Adapted,labeled,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,3,6,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/sqlparse__parse_format_core__001/metadata.json,python200_hard_v1
sqlparse__parse_split_core__001,python150,core100,sqlparse,f80af6a4007f11ada847218df8c29dc859238290,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Adapted,labeled,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,2,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/sqlparse__parse_split_core__001/metadata.json,python200_hard_v1
sqlparse__token_tree_core__001,python150,core100,sqlparse,f80af6a4007f11ada847218df8c29dc859238290,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Adapted,labeled,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,2,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/sqlparse__token_tree_core__001/metadata.json,python200_hard_v1
starlette__route_matching_core__hard3_001,python150,hard50,starlette,5174d4c8358a6f06aa8056bafd14c2272dab8dd1,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Adapted,labeled,framework_coupling,data_model_coupling;framework_coupling,data_model_invariant;framework_lifecycle;static_transitive_dependency,1,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/starlette__route_matching_core__hard3_001/metadata.json,python200_hard_v1
stdnum__isbn_validate_core__001,hard50,NA,python-stdnum,006192e59be8ed6e08fd680256868a6c31eb2ba9,validate_normalize_construct,validate_normalize_construct,false,schema_validate,Adapted,planned_ledger,data_model_coupling,data_model_coupling;resource_coupling,data_model_invariant;resource_packaging,2,6,RQ2: ISBN slice vs hundreds of unused country modules.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/stdnum__isbn_validate_core__001/metadata.json;benchmark/selection/hard50_design_cards/stdnum__isbn_validate_core__001.md,python200_hard_v1
stevedore__extension_manager_core__hard3_001,python150,hard50,stevedore,8550c66a2e774f97e2f8459265ed3ea8017603f1,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Composite,labeled,framework_coupling,framework_coupling;implicit_dependency_coupling;third_party_dependency_coupling,dynamic_import_plugin;framework_lifecycle;implicit_runtime_dependency;static_transitive_dependency;third_party_contract,3,6,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/stevedore__extension_manager_core__hard3_001/metadata.json,python200_hard_v1
tabulate__table_format_core__001,python150,core100,tabulate,268615a5c27dc40e5c22454c07b44d5c50410da0,serialize_format_render,serialize_format_render,false,parse_codec,Direct,labeled,data_model_coupling,data_model_coupling;implicit_dependency_coupling;resource_coupling,data_model_invariant;implicit_runtime_dependency;resource_packaging,4,10,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/tabulate__table_format_core__001/metadata.json,python200_hard_v1
taskiq__broker_task_core__001,hard50,NA,taskiq,ced1909574128687c6dd0d09976c6eb0131ab085,workflow_session_orchestration,workflow_session_orchestration,false,session_lifecycle,Composite,planned_ledger,framework_coupling,implicit_dependency_coupling;framework_coupling,implicit_runtime_dependency;framework_lifecycle,2,4,Backup for dramatiq slot.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/taskiq__broker_task_core__001/metadata.json;benchmark/selection/hard50_design_cards/taskiq__broker_task_core__001.md,python200_hard_v1
tenacity__retry_state_core__hard3_001,python150,hard50,tenacity,b2cd0274c67610d615019ab4745f521504a0576d,cache_retry_policy,cache_retry_policy,false,session_lifecycle,Adapted,labeled,data_model_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,3,6,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/tenacity__retry_state_core__hard3_001/metadata.json,python200_hard_v1
tomlkit__roundtrip_document__001,python150,core100,tomlkit,9ac3f98214dbfbca0157b6c370c7986f497c34e4,serialize_format_render,serialize_format_render,false,parse_codec,Direct,labeled,data_model_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,4,5,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/tomlkit__roundtrip_document__001/metadata.json,python200_hard_v1
tornado__http_headers_core__001,hard50,NA,Tornado,0096f2897c98facdcd9716009ee934a7381af5ef,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Adapted,planned_ledger,parser_state_coupling,parser_state_coupling;data_model_coupling,parser_state;data_model_invariant,2,6,RQ2: HTTPHeaders slice inside IOLoop/web; unlike fat docutils oracle.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/tornado__http_headers_core__001/metadata.json;benchmark/selection/hard50_design_cards/tornado__http_headers_core__001.md,python200_hard_v1
tox__factor_expression_core__hard3_001,python150,hard50,tox,5458a28f15a36c0d7ad2e7166cce4dac0a9cd7cf,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Adapted,labeled,parser_state_coupling,implicit_dependency_coupling;parser_state_coupling,dynamic_import_plugin;implicit_runtime_dependency;parser_state,1,2,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/tox__factor_expression_core__hard3_001/metadata.json,python200_hard_v1
trafaret__validation_rules_core__hard3_001,python150,hard50,trafaret,4ac577155c93e5a3b024645abd64b1442fd4d550,validate_normalize_construct,validate_normalize_construct,false,schema_validate,Adapted,labeled,data_model_coupling,data_model_coupling;implicit_dependency_coupling,data_model_invariant;implicit_runtime_dependency;static_transitive_dependency,1,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/trafaret__validation_rules_core__hard3_001/metadata.json,python200_hard_v1
transitions__state_machine_core__hard3_001,python150,hard50,transitions,bd42b38f3627e6bca7274fb4d9af2e105f75da7c,protocol_state_transition,protocol_state_transition,false,parse_codec,Adapted,labeled,data_model_coupling,data_model_coupling;implicit_dependency_coupling,data_model_invariant;dynamic_import_plugin;implicit_runtime_dependency;static_transitive_dependency,1,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/transitions__state_machine_core__hard3_001/metadata.json,python200_hard_v1
typedload__type_load_core__001,hard50,NA,typedload,0806c8192a9cef94a7ece26f9f7b79e634281674,validate_normalize_construct,validate_normalize_construct,false,schema_validate,Direct,planned_ledger,data_model_coupling,data_model_coupling;parser_state_coupling,data_model_invariant;parser_state,3,4,RQ1 Direct constructor from types; still needs union/error Hidden.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/typedload__type_load_core__001/metadata.json;benchmark/selection/hard50_design_cards/typedload__type_load_core__001.md,python200_hard_v1
typer__command_parser_core__001,python150,core100,typer,0.20.0-installed-snapshot,workflow_session_orchestration,workflow_session_orchestration,false,session_lifecycle,Direct,labeled,framework_coupling,framework_coupling;implicit_dependency_coupling;third_party_dependency_coupling,framework_lifecycle;implicit_runtime_dependency;static_transitive_dependency;third_party_contract,1,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/typer__command_parser_core__001/metadata.json,python200_hard_v1
urllib3__retry_backoff_core__001,python150,core100,urllib3,2f68c5363ef632d73dd4d9300289d7ce5ff275b4,cache_retry_policy,cache_retry_policy,false,session_lifecycle,Direct,labeled,config_environment_coupling,config_environment_coupling;data_model_coupling;implicit_dependency_coupling,config_environment;data_model_invariant;implicit_runtime_dependency;static_transitive_dependency,4,10,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/urllib3__retry_backoff_core__001/metadata.json,python200_hard_v1
virtualenv__interpreter_spec_core__hard3_001,python150,hard50,virtualenv,57c8dc69a9080c3cd5741355aa756ce5a3b8ab15,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Adapted,labeled,resource_coupling,config_environment_coupling;resource_coupling,config_environment;resource_packaging;static_transitive_dependency,1,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/virtualenv__interpreter_spec_core__hard3_001/metadata.json,python200_hard_v1
voluptuous__schema_validate_core__001,python150,core100,voluptuous,87825d6dbdab8830fcc6d559ecb3b88bdf68af6d,validate_normalize_construct,validate_normalize_construct,false,schema_validate,Direct,labeled,data_model_coupling,data_model_coupling;framework_coupling;implicit_dependency_coupling,data_model_invariant;framework_lifecycle;implicit_runtime_dependency;static_transitive_dependency,3,5,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/voluptuous__schema_validate_core__001/metadata.json,python200_hard_v1
webob__request_response_core__001,hard50,NA,WebOb,c0d70f985ff6f04dcc59822ca5216cfd0ada666c,direct_tooling_copytrap,protocol_state_transition,true,resource_or_copytrap,Direct,planned_ledger,framework_coupling,framework_coupling;data_model_coupling,framework_lifecycle;data_model_invariant,4,6,Backup WSGI request object with Pyramid decoy nearby in ecosystem.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/webob__request_response_core__001/metadata.json;benchmark/selection/hard50_design_cards/webob__request_response_core__001.md,python200_hard_v1
websockets__handshake_parse_core__001,python150,core100,websockets,d4303a5d3e373fc8c34177c3dec1a9c75c8865fa,protocol_state_transition,protocol_state_transition,false,parse_codec,Adapted,labeled,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency,4,19,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/websockets__handshake_parse_core__001/metadata.json,python200_hard_v1
werkzeug__routing_core__001,python150,core100,werkzeug,3.0.3-installed-snapshot,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Adapted,labeled,framework_coupling,data_model_coupling;framework_coupling;implicit_dependency_coupling,data_model_invariant;dynamic_import_plugin;framework_lifecycle;implicit_runtime_dependency;static_transitive_dependency,1,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/werkzeug__routing_core__001/metadata.json,python200_hard_v1
wheel__metadata_normalize_core__hard3_001,python150,hard50,wheel,197012dcb8a9da10570d6486bc1a70305861e7f2,resource_metadata_loading,resource_metadata_loading,false,resource_or_copytrap,Adapted,labeled,data_model_coupling,data_model_coupling;parser_state_coupling,data_model_invariant;parser_state;static_transitive_dependency,1,3,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/wheel__metadata_normalize_core__hard3_001/metadata.json,python200_hard_v1
wsproto__frame_parse_core__001,python150,core100,wsproto,1.3.2-installed-snapshot,protocol_state_transition,protocol_state_transition,false,parse_codec,Adapted,labeled,parser_state_coupling,data_model_coupling;parser_state_coupling;resource_coupling,data_model_invariant;parser_state;resource_packaging,2,8,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/wsproto__frame_parse_core__001/metadata.json,python200_hard_v1
xmltodict__xml_parse_core__001,python150,core100,xmltodict,966b903e4441f27816cd39ecf3305727b294a9c5,serialize_format_render,serialize_format_render,false,parse_codec,Direct,labeled,parser_state_coupling,implicit_dependency_coupling;parser_state_coupling;resource_coupling,implicit_runtime_dependency;parser_state;resource_packaging,5,7,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/xmltodict__xml_parse_core__001/metadata.json,python200_hard_v1
yamale__schema_validate_core__hard3_001,python150,hard50,yamale,c203d14bface6f35693874a8e4ee39079bcb9094,validate_normalize_construct,validate_normalize_construct,false,schema_validate,Adapted,labeled,data_model_coupling,data_model_coupling;implicit_dependency_coupling,data_model_invariant;implicit_runtime_dependency;static_transitive_dependency,1,4,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/yamale__schema_validate_core__hard3_001/metadata.json,python200_hard_v1
yarl__url_model_core__001,python150,core100,yarl,b0d27e478c543c28045296311a821f924729150f,parse_tokenize_decode,parse_tokenize_decode,false,parse_codec,Adapted,labeled,parser_state_coupling,data_model_coupling;implicit_dependency_coupling;parser_state_coupling;third_party_dependency_coupling,data_model_invariant;implicit_runtime_dependency;parser_state;static_transitive_dependency;third_party_contract,4,12,,v2_full,artifacts/research_analysis/python150_task_taxonomy.csv;reports/lift_taxonomy/LIFT_LABELS.jsonl;benchmark/tasks/yarl__url_model_core__001/metadata.json,python200_hard_v1
zope_component__site_lookup_core__001,hard50,NA,zope.component,bb12836f35b40f427fc313a0bc033816c30d890d,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Composite,planned_ledger,framework_coupling,framework_coupling;third_party_dependency_coupling,framework_lifecycle;third_party_contract,4,5,RQ4: site-manager closure on top of zope.interface.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/zope_component__site_lookup_core__001/metadata.json;benchmark/selection/hard50_design_cards/zope_component__site_lookup_core__001.md,python200_hard_v1
zope_interface__adapter_registry_core__001,hard50,NA,zope.interface,2bd6aec44be61493d3bc5c8b1e73624287e63d9e,registry_plugin_dispatch,registry_plugin_dispatch,false,plugin_registry,Composite,planned_ledger,framework_coupling,implicit_dependency_coupling;framework_coupling,implicit_runtime_dependency;framework_lifecycle,3,6,RQ1/RQ4: implicit registry closure. Removing it leaves no ZCA-style dispatch evidence.,ledger_seed,benchmark/selection/hard50_expansion_20260827.json;benchmark/hard50/zope_interface__adapter_registry_core__001/metadata.json;benchmark/selection/hard50_design_cards/zope_interface__adapter_registry_core__001.md,python200_hard_v1
